Título,doi,arxiv,pmid,isbn,doi_score,arxiv_score,pmid_score,isbn_score,are_scores_different,final_score,cited_by_tweeters,cited_by_rdts,readers_count,cited_by_posts_count,cited_by_feeds_count,cited_by_accounts_count,cited_by_msm_count,cited_by_fbwalls_count,cohorts,cited_by_videos_count,cited_by_gplus_count
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
,,,,,,,,,,-1,,,,,,,,,,,
